COUNTY_MUNI_CODE,Latitude,Longitude
US31039,41.91664058340731,-96.78740113962746
US53069,46.29123766061641,-123.43353098277144
US35011,34.3430660486176,-104.41189399271383
US31109,40.7846872020564,-96.68775464481892
US31129,40.17660302204871,-98.04718488461656
US72085,18.18753957380738,-65.86931264642195
US46099,43.674430556660575,-96.79143595693391
US48327,30.889961950811546,-99.82066209628368
US06091,39.580532714024606,-120.51598899956393
US21053,36.727566071101926,-85.13601436324699
US39063,41.00216118116602,-83.66651068933577
US48189,34.070860176590365,-101.82688137749454
US01027,33.26928452547638,-85.86048367686789
US48011,34.965213552298245,-101.3574021544769
US39003,40.77162556104616,-84.10576372605078
US13189,33.482976564048016,-82.48144326296934
US55111,43.42706891434576,-89.9482144840427
US05137,35.86005674895474,-92.15678280791795
US41063,45.581469116184344,-117.18143410574328
US42007,40.682493775458,-80.34926443788041
US28061,32.01937695343441,-89.11887886948075
US29083,38.38537952939361,-93.79275190281952
US08109,38.08127785157476,-106.28190620086423
US37037,35.70278359726989,-79.25534850226471
US49033,41.63342788401132,-111.2445672110021
US40001,35.884361391990026,-94.65875940304731
US39085,41.91101731242529,-81.25081252576217
US51775,37.28640875744692,-80.05546922719991
US51121,37.17443969733788,-80.3871902174385
US47065,35.18109647610826,-85.16470114498877
US35035,32.61577423898121,-105.74192167280928
US35003,33.91798859886078,-108.40462037271044
US01091,32.24797024574259,-87.78947252081531
US56023,42.2692975920888,-110.65684496217753
US29011,37.50244346189309,-94.34711788479146
US48057,28.439488612008798,-96.61502103842962
US51735,37.15028861193703,-76.27049568236735
US54075,38.33234091852954,-80.00745848402597
US48077,33.786139626750774,-98.20853078446206
US51095,37.313465965342985,-76.7738993625464
US31101,41.199089192342306,-101.66139890500936
US31137,40.51130493058814,-99.41455050891925
US22019,30.229471850703657,-93.35804529603071
US22111,32.832094780045125,-92.37484539141396
US40135,35.49548716158197,-94.75524091827164
US01049,34.46015791769437,-85.80395294203852
US36101,42.26845755518784,-77.38387118601729
US42053,41.51318543338971,-79.2360186001172
US22105,30.62726184878841,-90.40572593419301
US51179,38.420842664937446,-77.45741802694181
US26109,45.52645074847002,-87.50970116229279
US18073,41.02344103432639,-87.11608519742529
US13025,31.196983543423322,-81.98184114163226
US13171,33.076612874957576,-84.13946547086555
US18151,41.64397223734742,-85.00076441275739
US48361,30.121402352465843,-93.89388957892811
US39047,39.56006288941284,-83.45610453082463
US25015,42.34029536215526,-72.66390907169938
US21003,36.75142051752157,-86.19042583771464
US37001,36.043969706718165,-79.3994243186274
US20073,37.87829890811097,-96.23260333561286
US25025,42.348737599393274,-70.98555269821291
US16051,43.82052125891416,-112.31144035639852
US48177,29.45705847788682,-97.49240709156575
US47115,35.129461169034265,-85.62198039033947
US26007,45.031373884431815,-83.16520707814914
US21231,36.80144850282456,-84.8286016052893
US47185,35.9264472151356,-85.45519071517585
US48147,33.59411114357611,-96.10676276580963
US20043,39.78822345406121,-95.14681922764579
US48265,30.061680738265405,-99.35028973707506
US12053,28.557554018538955,-82.52824655761945
US12129,30.095037542606324,-84.34925723742948
US12131,30.572026861531455,-86.17447905591428
US28017,33.920945072068804,-88.94783177859432
US02130,55.495197634601936,-131.0304766589021
US26035,43.98814585007543,-84.84786130947482
US20157,39.82801699843877,-97.65062290071212
US12127,29.063881196759585,-81.1487526328887
US40017,35.542656735041206,-97.98242380242152
US72115,18.463064232431012,-66.92626725444251
US78030,18.32863984115324,-64.9670923958396
US13115,34.26338238341688,-85.21422802074534
US32001,39.58232564825472,-118.33573642089179
US31181,40.17665628032929,-98.49994743731727
US17067,40.40413690495892,-91.16464547581104
US46067,43.335070428560336,-97.75441990830794
US41013,44.14325214956612,-120.35705262728588
US50011,44.85787819396944,-72.91311937417252
US26103,46.66581158850204,-87.57363553089873
US37057,35.79364514221715,-80.21278064609639
US17025,38.754330306468056,-88.49024971419364
US29103,40.12848077157649,-92.14807441435597
US29117,39.78233410902798,-93.54829930920803
US42117,41.77257853424256,-77.25426116909794
US31043,42.391222331718645,-96.56452553600931
US26089,45.15317943428752,-86.0383445285432
US51181,37.116988679462644,-76.88830853325899
US48391,28.321760315621734,-97.15943266651196
US39017,39.43875764903481,-84.57562003481222
US13273,31.77699528939598,-84.43693683269808
US13063,33.54206469512613,-84.35760760865126
US56013,43.04490106204516,-108.63284721787213
US18115,38.95011564506898,-84.96501693718112
US13073,33.544222464180145,-82.26410794016402
US08115,40.87602592854217,-102.35179165008329
US30065,46.49727101616512,-108.3980038917453
US42043,40.41583561191575,-76.77948925840339
US46101,44.022266119848176,-96.67092180811302
US54079,38.50882155240153,-81.90893986151404
US34037,41.139543684840206,-74.69084967381423
US20039,39.785098960016974,-100.45989893699044
US18123,38.07984266979303,-86.63802791501142
US28145,34.490547469163005,-89.00384999224933
US31015,42.899766723484205,-98.76656328754152
US27095,45.93912268080977,-93.6300686024129
US38099,48.36975372410138,-97.72134125063894
US39115,39.620531475935934,-81.85264260399333
US39133,41.167935298577405,-81.19740263222963
US56041,41.28814240923596,-110.54756363481887
US32013,41.40962375495437,-118.11247984897085
US48247,27.043721283238447,-98.69731472364259
US08017,38.82826115071185,-102.60338668861579
US41005,45.18869940056273,-122.22093822409748
US05113,34.4860820101443,-94.22812014648584
US13193,32.358492711521606,-84.04245904439293
US18007,40.606385384089144,-87.31090709965417
US47129,36.135211618624204,-84.64926951058555
US46043,43.38704844888689,-98.36617014462024
US24047,38.21680802034013,-75.29653234004384
US17185,38.44624227697518,-87.84423450683933
US18069,40.82946636899037,-85.48817752483968
US21209,38.29168127532288,-84.58393023681433
US19053,40.73787654304046,-93.7862788860751
US18169,40.84597669425609,-85.79401278246569
US18003,41.09108790381312,-85.06653712226193
US18099,41.32502886673332,-86.26176124708905
US31171,41.91382125645067,-100.55588841690341
US38085,46.1131097010355,-101.03986456693973
US48127,28.422767998653388,-99.75672680203814
US27045,43.67425503827492,-92.09017597793611
US45023,34.69216203052569,-81.15954788514706
US27073,44.99584734604824,-96.17359010600367
US49005,41.72308913766757,-111.74371192676988
US55093,44.719595982025545,-92.422573437204
US13049,30.78228895449995,-82.13770824336203
US13233,34.00183319101815,-85.18814222927199
US17113,40.49125004286286,-88.84728296742976
US23001,44.166327144785136,-70.20642532912971
US16055,47.67516351273234,-116.70177398596458
US32003,36.21872535037903,-115.01350599141924
US20147,39.78492580125752,-99.34702142414969
US31089,42.456796896030255,-98.78392609382666
US29101,38.744314581769366,-93.80635763816676
US55063,43.90680695887786,-91.11524532285952
US22021,32.0925270594405,-92.11658930950333
US21061,37.208936608628505,-86.23865390697884
US17005,38.88697015877694,-89.43554817335604
US17009,39.96187517807857,-90.75037556276277
US27085,44.823785343617146,-94.27239244580068
US55033,44.947184931200454,-91.89641658981807
US08027,38.10886659979889,-105.36750513751392
US29123,37.47827259698507,-90.34502506354212
US48353,32.30375884682796,-100.40605185759475
US42127,41.649542203616456,-75.30322317489596
US36091,43.10789707566209,-73.86402848811326
US48041,30.661124202325762,-96.3024164527794
US40095,34.024647074580585,-96.76914471943223
US24001,39.62156008031188,-78.69749133862508
US54103,39.605379178664535,-80.63910615476334
US55053,44.31950309383932,-90.80526330668212
US41007,46.01805384303211,-123.71705041532826
US53041,46.57810405455989,-122.39264943823811
US36003,42.25791501338542,-78.02756760793494
US19031,41.772564191789904,-91.13242333072478
US18117,38.541927032578506,-86.49506916953405
US13089,33.77169743100392,-84.22644810408525
US13227,34.464361615623815,-84.46565312532003
US30015,47.88195942073271,-110.43511185460925
US31017,42.43097416573845,-99.92956529684217
US47013,36.40371052586071,-84.14934836540304
US37069,36.082942287972955,-78.28567288135214
US24510,39.30102002798264,-76.6106562840257
US20111,38.4567427285897,-96.15263588321099
US19027,42.036470106432766,-94.86055405259366
US22107,32.00213324710944,-91.33999480803098
US47123,35.44288604063471,-84.25283864930009
US20075,37.99962469143399,-101.79126134149895
US19151,42.73438134136441,-94.67874694343965
US16045,44.06251457693122,-116.39718630865512
US05063,35.741823511035484,-91.56967923098489
US05085,34.75472019785964,-91.888849328862
US18111,40.95622017072533,-87.39753360501379
US13119,34.37548656057112,-83.22905325421348
US12051,26.55370311035075,-81.16595896265908
US13265,33.5661570034642,-82.87876237440211
US48245,29.85412485059854,-94.15347832012864
US30059,46.59961224052854,-110.88641724459602
US08067,37.28723632009881,-107.84312379802931
US48027,31.037562018630705,-97.47873769603595
US28069,32.75472945214081,-88.64115146025158
US05019,34.05125722371857,-93.17646757087059
US41035,42.691317198309584,-121.6505755951617
US36075,43.464350884221865,-76.20870786538406
US72105,18.288422706631515,-66.25254968043056
US01019,34.17626359222983,-85.60378865706072
US48019,29.74730057889399,-99.2462977064001
US30087,46.23566543453493,-106.73225488390604
US35059,36.4836490263683,-103.4712323536326
US26153,46.04429090391196,-86.17731197128961
US36111,41.88869168134592,-74.25866724370981
US34007,39.8037179341339,-74.95984786989187
US17083,39.08558630951172,-90.35643599452182
US51085,37.76031287628575,-77.49112204647673
US20199,38.916994724827774,-101.763571571497
US26003,46.952461769464776,-86.57216706387403
US05049,36.38175632506229,-91.81822801503266
US48215,26.397210431200637,-98.18114661814302
US37155,34.64059743427007,-79.10385724976032
US26123,43.55473133447259,-85.80091660458154
US41049,45.42050109593819,-119.58457916164691
US27153,46.07142164702712,-94.89761754859634
US05083,35.21509283567821,-93.71642082474669
US37109,35.48562889439488,-81.22354927451
US05091,33.31283785460707,-93.89205639796295
US12095,28.51461839541642,-81.32361105354472
US08111,37.764181849466986,-107.67610683167398
US16041,42.18142003917945,-111.81315347264
US13045,33.58294597262883,-85.07973377481679
US20161,39.29704689369599,-96.7353576741234
US48413,30.897640035516172,-100.53854235423722
US51167,36.934026706602786,-82.0952420481224
US37027,35.95319114063104,-81.54648543215282
US16065,43.78428808216486,-111.65924954972034
US18173,38.09230995804074,-87.27201782838587
US21001,37.10432003838546,-85.28057769751281
US21077,38.756899333067004,-84.8591781986631
US21097,38.441909460165604,-84.33138500894795
US23023,43.91223092120398,-69.83940323037963
US30097,45.815618179738834,-109.94081218045845
US48181,33.627115529775864,-96.67777034225156
US42059,39.853932583068705,-80.22287875455149
US02188,67.04149066666159,-159.99491111172145
US20051,38.9150860144459,-99.31722856611955
US01065,32.763009189246034,-87.62908512625754
US01105,32.63874043409132,-87.29432576910538
US01033,34.70054455224697,-87.80500821699421
US20151,37.647946418154525,-98.73959601057757
US21017,38.2068201638484,-84.2171450854166
US47149,35.84292592704277,-86.41674939872375
US13075,31.154087752933503,-83.43047380026273
US20101,38.48163511108817,-100.46640142149764
US40059,36.78906245892371,-99.6674346094037
US17147,40.010735562188835,-88.59105096540371
US48107,33.61490068303469,-101.29995906491082
US72053,18.362226376450824,-65.60655344410097
US01063,32.85349289208641,-87.95224959795013
US16033,44.28445616403663,-112.35087454193564
US19109,43.20484781578546,-94.20671971095602
US72151,18.055975122490253,-65.86330772114032
US38013,48.79151501032251,-102.51807503434722
US37063,36.03622148602365,-78.87659004249421
US19085,41.68310235880569,-95.8169435871486
US31103,42.87895206912427,-99.71237364403702
US19187,42.42832142162091,-94.18180072260026
US17151,37.413031595119456,-88.5616049790597
US47159,36.25067477219919,-85.95671360643348
US51089,36.68289266770352,-79.87394522103169
US51510,38.81845640931019,-77.08620443947953
US19101,41.03189267479031,-91.94887263846354
US30049,47.125470543386996,-112.39202472280851
US49013,40.300017226809416,-110.42517287603295
US40003,36.73145483643843,-98.32398336016225
US48119,33.386345351500296,-95.67224861050477
US47169,36.39207313121522,-86.15675132556436
US21193,37.24451275335697,-83.22157416621647
US46039,44.76046345459981,-96.66797318459611
US41029,42.43367726829006,-122.72830547673506
US72067,18.134182532080317,-67.11402292795353
US48507,28.86644946661493,-99.76059683768325
US31007,41.54611856034659,-103.71045913289534
US19121,41.33094518094449,-94.01556007706198
US12011,26.152275994160533,-80.4604546083439
US13279,32.12190220188766,-82.33129372176434
US26151,43.443854807739136,-82.64569467133812
US48397,32.89789202709893,-96.40788310441779
US26163,42.2851488762341,-83.261089974018
US27105,43.674492414757715,-95.75338604889126
US27001,46.60979764957679,-93.41555615445826
US38071,48.26961693740777,-98.7200171440782
US37145,36.39024238317886,-78.97180241234065
US20195,38.914658941883935,-99.87273272267738
US28151,33.28419093232326,-90.94732870046336
US48133,32.327292691798334,-98.83225774562241
US28055,32.74179758547509,-90.98930692186373
US48123,29.082284361855155,-97.35669170131514
US48005,31.255001634670297,-94.61200588951002
US45081,34.00621655717147,-81.72680886614138
US29125,38.161750972753595,-91.92487345340624
US05001,34.28958980039252,-91.37432241532004
US29109,37.1065635626501,-93.83293738273821
US51540,38.03749574983923,-78.4854997658284
US17011,41.404423106832894,-89.52861884203351
US39145,38.80408748329504,-82.9929166793979
US37115,35.85816331510561,-82.70571830956771
US16053,42.690064812121335,-114.26404618777082
US39163,39.251136258548996,-82.4853924988025
US48309,31.552641554216322,-97.20172164257632
US16037,44.24294763567316,-114.28264136138274
US19089,43.3569375779706,-92.31719816854158
US12099,26.647980665200198,-80.43651548641098
US13181,33.79376653509066,-82.45126490275784
US01013,31.752682230064497,-86.68028332772285
US47165,36.46924405758258,-86.46048812880827
US51097,37.718965705144235,-76.89550074741324
US05015,36.341270719180415,-93.53823136737999
US51820,38.067421172355864,-78.90135366723297
US02220,57.18746121409309,-135.3082561659574
US41051,45.546898686175865,-122.41525745384301
US47061,35.38848155665844,-85.72256010966316
US27057,47.109496478360136,-94.91663479180338
US38081,46.10821320497202,-97.63073936742016
US36089,44.49775490726876,-75.06889143205639
US29179,37.36277217426149,-90.96917351064677
US06067,38.449922339208186,-121.3441241798176
US39125,41.11674555191,-84.58020705406409
US18179,40.72942923181729,-85.22118862736195
US51063,36.931744938061684,-80.36248017999291
US06083,34.54043280873759,-120.03136336421503
US54005,38.02310406352722,-81.71156259077719
US28009,34.81753093738667,-89.18846853577085
US21055,37.352896507549815,-88.0972458549761
US19147,43.082308802955694,-94.67813748655769
US19159,40.735402219294755,-94.24397188821199
US37151,35.7105869642618,-79.80599886386737
US24015,39.56265037441571,-75.9481562967883
US18171,40.34707140901947,-87.3532481134758
US31077,41.56767288698375,-98.5212444858995
US31095,40.17598425993194,-97.14271585611982
US31151,40.5242873113016,-97.14090904718
US21119,37.35417726469321,-82.95414454036873
US19045,41.898184057734206,-90.53196398487883
US27063,43.6744244166662,-95.15411206900563
US27039,44.02284986722957,-92.86209241657333
US27047,43.67409729022573,-93.34881571540575
US06009,38.20509875106711,-120.55386020140067
US25001,41.77405893324415,-70.23799148816391
US51119,37.62279729648879,-76.50602181868275
US42065,41.12849872126651,-78.99941137151718
US18089,41.4728502257938,-87.37637770546974
US47003,35.51394659446362,-86.45889542101219
US47027,36.551193870627614,-85.54385587514047
US17029,39.520439905542474,-88.22173170609545
US47097,35.76070709836792,-89.63041822834143
US41001,44.71030779826063,-117.67480338982882
US36097,42.39392752548472,-76.87516844567494
US26159,42.285302846529376,-86.30662659674991
US17131,41.20547169733918,-90.74142723925121
US21127,38.068047442155205,-82.73476942529847
US21175,37.92239684476726,-83.25888607685431
