COUNTY_MUNI_CODE,Latitude,Longitude
US21177,37.215960676433596,-87.14207258700688
US17049,39.05993564780658,-88.58986534867795
US47105,35.73486412921082,-84.31185083005876
US46025,44.85901717366312,-97.72953287624365
US15003,23.806895739481497,-164.90634250564818
US12041,29.72594470195652,-82.80036824896455
US18157,40.38884272354206,-86.89409808119171
US42109,40.7699059503614,-77.07014949332239
US48277,33.66754907345026,-95.57122728124591
US12086,25.611156871982356,-80.50536203614776
US31057,40.176457041743404,-101.6879612204353
US48289,31.296824944496112,-95.99559450652713
US08097,39.21729831905244,-106.91663566139458
US38035,47.922576759900394,-97.45704363180643
US18091,41.54940443177733,-86.74230188533333
US18057,40.07263406474744,-86.05202756703133
US51595,36.695332395057726,-77.53561044418078
US40081,35.703328470393345,-96.88089059968239
US20071,38.48086673997729,-101.80596780333899
US13145,32.73610977158876,-84.90900964429105
US13251,32.75085058497197,-81.61193944298091
US72127,18.42228973272436,-66.06833237025246
US48433,33.179396223677976,-100.25330641769284
US39069,41.33409171370873,-84.0682545677824
US33009,43.94186620057343,-71.82043093099591
US29145,36.90565264324802,-94.33925294112258
US18129,38.02204361949425,-87.8684198287412
US48311,28.353098950579255,-98.5678409804697
US17035,39.27342068359588,-88.2401970878457
US13297,33.78164086732579,-83.73385260917117
US27121,45.586292996594665,-95.44450512252762
US51157,38.68488435961667,-78.15920827790396
US51009,37.60496869422758,-79.14517998744641
US06111,34.35933547264551,-119.12576609916175
US17033,39.002876368169595,-87.759578472181
US08093,39.12048260242159,-105.717305857774
US06037,34.20213588075303,-118.2606804499613
US04027,32.77155167475849,-113.90559839484332
US13129,34.50323839390545,-84.87591050813379
US19025,42.385429981226956,-94.64044067457809
US12055,27.34374960573792,-81.34104099418138
US51580,37.77862185964929,-79.98675541484285
US50017,44.00588138233306,-72.3767642903185
US20113,38.3919941425184,-97.64808064025353
US04021,32.90537783974867,-111.34476884678048
US39051,41.60189744593937,-84.13008051389626
US08003,37.57313366876801,-105.78823157469338
US12017,28.852284160592852,-82.59428573297299
US72049,18.323385513781023,-65.3008051439538
US72051,18.4720334051837,-66.26202807265209
US47041,35.97996017127907,-85.83278298649496
US42031,41.1926964553623,-79.42090184754193
US46097,44.02220337323147,-97.61024570409367
US46073,44.06648919865872,-98.62967357948467
US18031,39.307152081307734,-85.50109709218684
US18037,38.36443372434966,-86.87978424298016
US51057,37.93938938494607,-76.94120556528975
US45089,33.620194275185774,-79.7276864749496
US36031,44.11823823417175,-73.7724620345593
US19195,43.37752140858484,-93.26084760525072
US40063,35.04876445907675,-96.25015462220347
US51027,37.26682671853366,-82.03601470675788
US51005,37.78791178504996,-80.00609953856444
US28087,33.47314805241251,-88.44324624022313
US18143,38.68514462138244,-85.7474669887593
US08099,37.95584738760534,-102.39334685053913
US48435,30.49851894404261,-100.53818475346856
US72121,18.083643096392297,-66.94331283159515
US40101,35.61649759444244,-95.37961783796526
US29043,36.96971100172292,-93.18892561623998
US72039,18.289037264175576,-66.51644115997435
US28073,31.206259574185392,-89.50868694454333
US18137,39.10369761253898,-85.26234052118177
US38057,47.309833126980294,-101.83134970880532
US13147,34.35098235061458,-82.96424709301236
US22049,32.30219988920719,-92.55778710911761
US51133,37.85484033587472,-76.37962504826132
US48157,29.527717613711545,-95.77097146068385
US55047,43.80063219630112,-89.04483807626747
US30073,48.22831359193344,-112.22702678878856
US55127,42.668729316577426,-88.54190700728483
US32021,38.54037825542707,-118.4351583308273
US17057,40.47322931531314,-90.2074252056928
US36103,40.941063028215815,-72.68448593486708
US18161,39.625620634180635,-84.92514238796711
US29119,36.628790740342986,-94.34835264599525
US31157,41.85075386750477,-103.70794773958299
US35047,35.481256600726795,-104.81590639640024
US01081,32.6012397071605,-85.35558839760259
US48367,32.77792058276259,-97.80509608906969
US38021,46.11039573560227,-98.50470668713133
US38003,46.93697500202282,-98.07157765244644
US27143,44.579613864186534,-94.23209536126865
US13293,32.881351207284766,-84.29936364128122
US06097,38.526074788112275,-122.92315674116145
US26033,46.33060182581072,-84.5315632277078
US16019,43.388423670953756,-111.61533449979699
US13013,33.9932327909499,-83.71276749607009
US13183,31.752770817864906,-81.74584064258114
US48271,29.350558584767548,-100.41793343529953
US40115,36.835693475463856,-94.81043425835443
US42033,41.00049254461824,-78.47412671286341
US26037,42.943898217380514,-84.6015182525648
US72133,17.95302076168911,-66.38669462348342
US17135,39.23138455594728,-89.47888974173264
US28003,34.88085720044809,-88.58027648058352
US28071,34.35695966248448,-89.48494339307322
US22043,31.599896903241472,-92.5595098963896
US29005,40.43103296695978,-95.42813798245315
US17115,39.86026884934113,-88.96153735281206
US26149,41.914605435359476,-85.5277419589608
US17055,37.99240983076081,-88.92415906499319
US30033,47.27957801272814,-106.99258563422242
US31001,40.52469491763985,-98.50120924612378
US27109,44.00401874999322,-92.40182835265784
US34039,40.65995805126245,-74.30822545650858
US72139,18.336315277028625,-65.99912523589653
US01097,30.686346165732584,-88.1974986207972
US46087,43.67456437114615,-97.36844402041785
US01057,33.72140139527502,-87.73887028981808
US01017,32.91456933160675,-85.3920567750865
US37131,36.41789509921428,-77.39689173482273
US08081,40.61955038166099,-108.20720171900768
US21087,37.26425544108819,-85.5531309542687
US18047,39.414952770805456,-85.06028139827903
US37013,35.48728085329359,-76.84535280375654
US72073,18.210656151639903,-66.58844428540874
US38015,46.97847818644003,-100.46877080736357
US37159,35.639569904994914,-80.5248106969548
US26071,46.20906733146602,-88.53061388489365
US27067,45.15299555862927,-95.00474972385473
US21237,37.73936848353938,-83.49318153172365
US48149,29.877037596198374,-96.9196546717448
US46081,44.359085668920855,-103.79225971154224
US23029,44.972285401630465,-67.60933024329387
US48045,34.53054895398532,-101.2085927338917
US26131,47.025244918248234,-89.43500424476989
US28015,33.448778171173664,-89.92024066521996
US41003,44.49225814711588,-123.42913271106687
US27133,43.674883795706926,-96.25320730722281
US42063,40.6523938651358,-79.0874513753457
US22061,32.60172570202903,-92.66488525222738
US42099,40.39859856491743,-77.26214405335556
US46137,44.982091192400084,-101.66603052394896
US48203,32.54831107292079,-94.37151333533467
US26013,46.700410908272254,-88.35203891472362
US40131,36.37192093364119,-95.60433368373118
US29019,38.99110117067645,-92.30968196335441
US72097,18.183210715779627,-67.60494358723939
US40015,35.17507427809631,-98.37522425692353
US08059,39.587321871453206,-105.25038307449054
US54011,38.42041809216862,-82.24169349844982
US48383,31.366627052269216,-101.52300652185828
US05141,35.58082761188479,-92.51577306989735
US08117,39.6346284197184,-106.11655003991366
US20035,37.23812956345957,-96.8374897893083
US05071,35.569866360915505,-93.46008178004845
US36041,43.66261870252826,-74.49746231452747
US51045,37.48182218314678,-80.2113231294381
US48083,31.773724890977256,-99.453652914819
US02290,65.6640504466172,-151.16460441646396
US04017,35.414010659800034,-110.32190857072143
US28085,31.532554037725998,-90.45399078136379
US48357,36.27872692827995,-100.81565416110801
US48103,31.428805247256115,-102.51563200342547
US56003,44.52809026115271,-107.99574696008338
US47081,35.803420433597644,-87.47326973625518
US28143,34.65091469183326,-90.37499088991268
US29081,40.3550290203052,-93.9920706302457
US72029,18.32901205113244,-65.88788982635084
US18005,39.20612583663081,-85.8975772199797
US13223,33.92066613471138,-84.86725328763139
US39015,38.93424264250346,-83.86737512486332
US47141,36.14089739107994,-85.49521573575035
US38101,48.22334793287763,-101.54253900675401
US25027,42.35224917424579,-71.90790907483587
US39091,40.3886148622538,-83.76586670199625
US06031,36.07587879572627,-119.81529130266793
US06073,33.02928526838853,-116.77033975936466
US72123,17.972983466160265,-66.26197374841664
US13079,32.71459286889471,-83.98635206227395
US72103,18.211043900112294,-65.7361017897881
US29037,38.647227985792746,-94.35484640998108
US36027,41.76571986693345,-73.74283353287889
US48477,30.214624390916153,-96.40341519204867
US08101,38.17421427747219,-104.51288008746612
US29067,36.93271058082501,-92.4988164108158
US38009,48.79266288554561,-100.8333432110815
US37051,35.048966955621005,-78.8277208420477
US56017,43.71945566161314,-108.44256180380451
US26001,44.683882571439796,-83.12902049524519
US06061,39.06392178160623,-120.71695228820064
US05129,35.911115119206,-92.69947045658026
US48305,33.17709005721729,-101.8161218314353
US36077,42.63420899285982,-75.03243152892361
US37153,35.00624944693586,-79.74779850558318
US37093,35.017695402575576,-79.2372849099357
US31131,40.64862742995976,-96.13479911622056
US42023,41.437027187891104,-78.20395821063566
US45035,33.079612982853746,-80.40692777602408
US27161,44.02237904815055,-93.58728310647892
US46015,43.718429408839036,-99.08094617733683
US47177,35.678826376184574,-85.77850890873842
US17023,39.33374515369421,-87.78770489813074
US21201,38.51884852841612,-84.05202876385789
US47095,36.33553904401313,-89.49341065682943
US45015,33.19760550381386,-79.95220403268225
US05051,34.57691279814826,-93.15041412203902
US20139,38.65266046995642,-95.7269409272568
US39155,41.317272699644626,-80.76127411238305
US48333,31.495373802341124,-98.5954863456437
US48359,35.40533487951588,-102.60286669336001
US42019,40.91245590133067,-79.91327602363131
US16049,45.84803587129068,-115.46620467308841
US20115,38.35928246654693,-97.09694318344424
US51029,37.5724098524421,-78.52868449509673
US37025,35.38689878500547,-80.55188078848825
US29225,37.281182322270936,-92.87588922093182
US49011,40.990244925281814,-112.11139739310093
US27033,44.00733567903015,-95.18120283151603
US12093,27.386678850291272,-80.88864293679167
US13291,34.8341558703652,-83.99072384598996
US19013,42.47033322867759,-92.30883280550098
US48403,31.34341953103958,-93.85181743431912
US39131,39.07745914606545,-83.06688639016596
US01125,33.28997448465778,-87.52502068079164
US01131,31.989412094468854,-87.30825840587941
US28097,33.494302256733675,-89.61643798190758
US31099,40.506890237731916,-98.94801275610949
US31087,40.17656995237385,-101.04227358416637
US10003,39.57883292688765,-75.63893401678621
US16081,43.759742447404385,-111.2076371407043
US17161,41.46760753290701,-90.56709396662701
US51073,37.401371901379285,-76.52302416197026
US05133,33.99746939860808,-94.24135516093251
US18017,40.761691702585814,-86.34599969773578
US16077,42.69451002536535,-112.84091324082628
US18015,40.583014052580815,-86.56351590611239
US42101,40.007725820256006,-75.13389794505034
US56043,43.90577789023448,-107.68334557919631
US37029,36.34145834555759,-76.16121009541745
US36109,42.45224002474593,-76.47363837411301
US05069,34.26855436872604,-91.93040918948032
US05079,33.957184941598705,-91.73438730109112
US55123,43.59403684496814,-90.83429738597668
US29093,37.555506406253485,-90.77366812567027
US48223,33.149754645628356,-95.56392232273048
US36001,42.60040599695815,-73.97346731470866
US48225,31.318104117174347,-95.42256909629471
US39111,39.727489108204495,-81.0829169833834
US20165,38.523370821005656,-99.30924128430073
US18107,40.04060176135057,-86.8933009868443
US20187,37.56326529429229,-101.78418438573199
US21129,37.594856858019845,-83.7162631978683
US27071,48.24687468832438,-93.7834210346145
US48029,29.44930834998826,-98.52005758053546
US08013,40.09267569918671,-105.35770078752186
US47089,36.051062250647796,-83.44633352351114
US40097,36.302221110225105,-95.23071638564073
US27165,43.9785708860208,-94.61406054830313
US16013,43.41410845826087,-113.9820568207291
US22053,30.267931816702717,-92.8141326671306
US46119,44.71581307914455,-100.13219743523138
US08031,39.76209762087603,-104.8756496150986
US40029,34.58836799307347,-96.29775085597225
US30011,45.51931866347643,-104.53624682996478
US48461,31.369159221791893,-102.04304112631404
US18051,38.31201561571655,-87.58454196808677
US31105,41.197946743462474,-103.7149145084232
US17093,41.590711032488585,-88.42878898172137
US11001,38.904811205175896,-77.01631073993046
US08085,38.40254916835839,-108.2690778289048
US27171,45.17423568345125,-93.96299016644544
US55059,42.57856343068896,-87.65310967497248
US08037,39.62836125718631,-106.69537763736173
US06075,37.7597697503278,-122.69387488201713
US08113,38.0038901505635,-108.40603291551908
US02020,61.14961740993971,-149.1903485319309
US12109,29.912556482545405,-81.40993006999163
US28019,33.347484125987805,-89.24837451518857
US29079,40.11409381054805,-93.56533663647699
US26085,43.99032504023135,-85.80164688687721
US26139,42.948804769916784,-86.42184809730787
US17031,41.89620278413011,-87.64613470770362
US17059,37.76296532409209,-88.2304364019989
US45047,34.1539031896578,-82.12596103735736
US20059,38.56472874666869,-95.28594616991815
US27027,46.89298581275884,-96.49068552239555
US47075,35.58342487019565,-89.2838430300747
US49003,41.52278858566903,-113.08173021322975
US28139,34.7686163546426,-88.90890566590822
US54051,39.860776421416624,-80.66336315056857
US54035,38.83480607866681,-81.67482431940559
US16039,43.35623143236613,-115.46897888748984
US24005,39.4434797151858,-76.61645508907701
US38005,48.07007604961571,-99.36641585265147
US29163,39.3440611350064,-91.17139328363906
US39087,38.59867671016983,-82.53680050256519
US29201,37.053206593222804,-89.56856321174287
US39001,38.84576298187456,-83.47214589309048
US48143,32.23662678825229,-98.21801394807481
US13137,34.63117621533382,-83.53112770560543
US13319,32.80255202341807,-83.17126764368392
US54061,39.63037426280438,-80.04659212215293
